InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
568502,STK665,Item STK665,15,2026-03-14 11:00:39.223740,44.96,12041,United Kingdom
576159,STK387,Item STK387,15,2025-10-03 05:48:00.223740,46.38,12824,Italy
565602,STK213,Item STK213,3,2025-04-28 07:36:28.223740,19.56,12612,Spain
573111,STK137,Item STK137,5,2025-12-11 00:30:31.223740,9.5,11363,United Kingdom
538836,STK553,Item STK553,9,2025-12-11 00:36:40.223740,45.73,11478,United Kingdom
577442,STK981,Item STK981,9,2025-10-17 16:43:17.223740,5.54,12556,Italy
536732,STK841,Item STK841,7,2025-06-04 14:19:10.223740,36.36,10775,Germany
549782,STK265,Item STK265,12,2025-12-29 04:06:44.223740,7.88,14014,France
539739,STK793,Item STK793,9,2025-07-19 17:11:01.223740,20.08,10034,Italy
543138,STK304,Item STK304,6,2026-02-02 20:39:27.223740,21.17,13152,Italy
550570,STK977,Item STK977,2,2025-06-20 07:45:32.223740,8.78,11955,France
572945,STK344,Item STK344,9,2025-11-18 08:13:57.223740,46.21,11585,United Kingdom
558734,STK970,Item STK970,17,2025-12-07 12:04:56.223740,1.13,13943,United Kingdom
554946,STK432,Item STK432,1,2026-01-20 01:46:43.223740,44.8,13073,Germany
570033,STK495,Item STK495,19,2026-02-07 16:26:09.223740,44.31,11021,Italy
552941,STK920,Item STK920,6,2026-01-31 21:37:30.223740,16.53,13461,France
539135,STK606,Item STK606,5,2025-10-31 00:24:42.223740,35.51,12613,Italy
580673,STK220,Item STK220,2,2025-12-02 14:55:59.223740,13.39,13843,Spain
574313,STK358,Item STK358,9,2026-01-04 09:39:29.223740,38.18,11500,Italy
575812,STK821,Item STK821,14,2025-10-16 01:24:31.223740,28.49,14798,Italy
539971,STK509,Item STK509,4,2025-07-18 15:04:41.223740,15.71,10161,Spain
551043,STK409,Item STK409,4,2025-05-01 09:12:40.223740,20.61,14297,Spain
569390,STK907,Item STK907,15,2026-03-25 02:35:29.223740,34.8,11981,France
550753,STK805,Item STK805,8,2025-12-22 15:33:15.223740,45.4,10995,United Kingdom
553399,STK167,Item STK167,4,2025-10-20 02:45:43.223740,7.41,14911,Germany
579643,STK213,Item STK213,16,2025-06-19 19:46:00.223740,29.0,13342,Spain
567285,STK319,Item STK319,4,2025-11-16 14:26:03.223740,13.43,14551,United Kingdom
571558,STK319,Item STK319,16,2025-11-16 22:45:29.223740,40.27,13798,France
551376,STK572,Item STK572,12,2026-01-28 16:46:48.223740,4.44,11275,Italy
568712,STK829,Item STK829,16,2026-01-12 12:53:13.223740,34.76,11016,France
567619,STK848,Item STK848,19,2025-10-01 14:00:47.223740,9.57,10337,France
569530,STK485,Item STK485,8,2025-07-23 19:23:20.223740,30.22,10878,Spain
547471,STK397,Item STK397,6,2025-05-20 15:11:13.223740,41.95,11076,Germany
558151,STK705,Item STK705,10,2026-02-08 01:14:07.223740,38.0,14887,Spain
553309,STK352,Item STK352,5,2025-11-17 08:41:39.223740,37.89,13993,Italy
544746,STK504,Item STK504,18,2026-02-11 16:05:42.223740,26.37,14859,Spain
577529,STK591,Item STK591,10,2026-02-22 19:45:47.223740,44.65,10379,Italy
547572,STK456,Item STK456,10,2025-10-28 15:19:13.223740,29.82,10492,Spain
565080,STK527,Item STK527,7,2025-11-22 18:16:16.223740,45.96,12062,Germany
539736,STK314,Item STK314,18,2025-05-30 05:30:10.223740,27.78,13884,United Kingdom
567724,STK479,Item STK479,1,2025-06-14 01:06:51.223740,25.79,10064,Germany
572174,STK869,Item STK869,7,2026-01-10 12:51:31.223740,11.9,12568,Spain
543209,STK958,Item STK958,1,2025-08-27 17:03:03.223740,27.69,12027,France
579030,STK851,Item STK851,15,2025-05-02 08:39:01.223740,7.89,12695,United Kingdom
558147,STK926,Item STK926,4,2026-03-19 09:22:18.223740,43.61,11495,France
572589,STK313,Item STK313,10,2025-05-11 16:37:05.223740,34.12,10391,Germany
547241,STK197,Item STK197,9,2025-05-23 13:58:00.223740,49.69,14514,United Kingdom
559696,STK627,Item STK627,2,2025-11-14 21:37:01.223740,5.51,14474,Spain
573539,STK765,Item STK765,14,2026-04-07 18:14:09.223740,12.79,13561,France
580924,STK627,Item STK627,16,2025-10-04 23:12:12.223740,43.98,12278,Spain
549509,STK809,Item STK809,1,2025-06-15 02:23:58.223740,20.37,13099,Italy
544014,STK719,Item STK719,2,2026-02-08 02:38:12.223740,23.85,10200,United Kingdom
573010,STK634,Item STK634,7,2026-03-04 10:28:27.223740,43.17,14875,France
574784,STK653,Item STK653,10,2025-07-12 07:08:51.223740,26.57,13104,Germany
549183,STK648,Item STK648,1,2025-06-21 11:19:08.223740,10.48,14598,Germany
573245,STK427,Item STK427,13,2025-06-12 21:01:10.223740,44.71,12454,Germany
568138,STK264,Item STK264,1,2025-04-25 18:00:39.223740,2.52,13645,Germany
573698,STK215,Item STK215,5,2025-09-26 20:32:04.223740,44.87,10804,France
561495,STK249,Item STK249,16,2026-03-20 14:39:53.223740,3.48,12731,Italy
563081,STK617,Item STK617,15,2025-10-24 17:31:41.223740,33.63,12773,Germany
574110,STK131,Item STK131,17,2025-10-21 22:07:16.223740,4.51,11570,Germany
567662,STK756,Item STK756,16,2026-04-02 22:18:41.223740,35.6,12690,Germany
555427,STK905,Item STK905,13,2025-08-13 11:14:15.223740,2.66,13840,Italy
565857,STK392,Item STK392,11,2025-12-17 12:04:13.223740,42.28,11028,United Kingdom
577908,STK788,Item STK788,17,2025-09-24 12:08:49.223740,23.83,10502,Germany
557690,STK276,Item STK276,17,2025-09-18 06:05:35.223740,5.58,14493,Germany
546553,STK160,Item STK160,2,2025-10-09 13:17:29.223740,35.63,10870,Germany
537206,STK688,Item STK688,13,2025-04-28 19:58:51.223740,24.98,14488,United Kingdom
546932,STK515,Item STK515,14,2025-08-01 18:02:45.223740,10.36,10206,Germany
573171,STK482,Item STK482,11,2025-08-21 22:58:47.223740,1.77,11484,United Kingdom
570937,STK697,Item STK697,10,2025-04-13 11:39:33.223740,21.48,10863,United Kingdom
545286,STK802,Item STK802,3,2025-10-16 21:00:03.223740,5.2,12790,Spain
540714,STK106,Item STK106,17,2026-03-29 18:45:48.223740,5.61,10563,Spain
546020,STK184,Item STK184,15,2025-11-11 04:57:55.223740,14.1,14191,Germany
551244,STK873,Item STK873,9,2025-04-25 15:22:45.223740,31.89,11757,France
541311,STK497,Item STK497,10,2025-07-21 22:55:57.223740,26.97,11678,Spain
579492,STK870,Item STK870,8,2025-10-03 20:50:54.223740,4.38,13242,Spain
559867,STK492,Item STK492,13,2025-08-15 04:30:55.223740,48.45,14636,France
565858,STK146,Item STK146,18,2025-07-31 15:31:56.223740,44.47,11059,Italy
543022,STK440,Item STK440,5,2025-07-11 16:55:47.223740,13.7,11722,Germany
549631,STK597,Item STK597,6,2025-10-23 16:57:11.223740,6.99,13314,Italy
542605,STK705,Item STK705,17,2025-09-14 10:23:04.223740,47.18,13157,Italy
557715,STK577,Item STK577,11,2025-09-17 22:07:11.223740,23.6,12625,United Kingdom
578718,STK525,Item STK525,16,2025-11-20 21:46:56.223740,16.25,12729,United Kingdom
553005,STK525,Item STK525,9,2025-06-30 02:37:16.223740,25.03,11597,Germany
569260,STK835,Item STK835,2,2025-12-21 23:05:39.223740,38.86,13060,France
578707,STK890,Item STK890,5,2025-05-12 08:01:05.223740,9.25,12693,United Kingdom
566216,STK614,Item STK614,1,2025-09-11 12:51:33.223740,38.61,14891,Spain
548285,STK228,Item STK228,4,2026-03-14 00:36:02.223740,37.72,13627,Germany
550757,STK934,Item STK934,4,2025-10-09 15:05:42.223740,27.43,11363,Italy
551282,STK348,Item STK348,3,2025-06-06 04:29:03.223740,43.43,11981,Germany
567008,STK840,Item STK840,9,2026-02-20 18:46:52.223740,7.48,11663,United Kingdom
565592,STK938,Item STK938,12,2026-02-20 13:10:02.223740,30.18,11529,France
559616,STK230,Item STK230,10,2025-10-04 23:48:15.223740,23.02,12038,Italy
560603,STK839,Item STK839,2,2026-03-23 14:00:10.223740,21.69,13302,France
564088,STK788,Item STK788,11,2025-08-09 19:24:36.223740,13.38,12237,Germany
571338,STK422,Item STK422,10,2026-01-14 12:22:11.223740,19.24,11306,France
565121,STK922,Item STK922,6,2026-01-10 20:32:04.223740,6.3,14029,France
544878,STK642,Item STK642,18,2025-05-26 14:22:15.223740,13.33,12675,Germany
579681,STK165,Item STK165,2,2025-08-27 19:59:30.223740,14.33,11282,Italy
566590,STK817,Item STK817,2,2025-12-09 19:42:14.223740,36.31,10709,France
540744,STK200,Item STK200,10,2025-05-12 15:32:30.223740,3.38,14744,France
577200,STK931,Item STK931,16,2025-09-28 06:53:49.223740,32.91,14413,Germany
547670,STK130,Item STK130,12,2025-07-31 00:57:25.223740,11.85,13748,Spain
568087,STK984,Item STK984,1,2025-12-13 09:47:39.223740,5.01,14779,France
548513,STK290,Item STK290,8,2025-09-18 20:49:03.223740,15.74,10663,United Kingdom
549266,STK677,Item STK677,16,2025-11-10 01:38:08.223740,12.0,11998,Italy
547253,STK514,Item STK514,18,2025-05-31 06:58:36.223740,28.05,13445,France
566464,STK914,Item STK914,13,2025-06-16 19:05:42.223740,18.51,13743,Germany
578841,STK846,Item STK846,15,2025-07-14 21:40:13.223740,48.33,11495,United Kingdom
580618,STK889,Item STK889,12,2025-08-07 16:35:56.223740,48.21,13304,Germany
557073,STK813,Item STK813,8,2026-03-15 14:34:30.223740,22.74,13763,France
563986,STK599,Item STK599,10,2025-06-14 02:13:49.223740,39.96,11853,United Kingdom
566366,STK961,Item STK961,14,2025-07-08 13:57:35.223740,1.65,14659,Italy
568936,STK836,Item STK836,5,2025-05-28 08:35:10.223740,27.84,11291,Italy
550585,STK694,Item STK694,18,2025-05-15 03:43:23.223740,37.42,13581,Italy
561059,STK145,Item STK145,19,2025-08-08 04:17:04.223740,11.63,13457,Spain
552586,STK188,Item STK188,15,2025-09-27 14:06:16.223740,4.0,11636,Germany
576214,STK797,Item STK797,6,2025-11-13 09:36:30.223740,8.64,13696,France
538736,STK474,Item STK474,11,2026-03-15 02:52:11.223740,22.65,12999,United Kingdom
574149,STK800,Item STK800,11,2025-06-18 00:57:53.223740,25.81,13152,Germany
575435,STK345,Item STK345,18,2026-01-23 08:05:08.223740,19.66,10698,France
575515,STK657,Item STK657,18,2025-07-13 22:37:16.223740,22.56,12160,Spain
580585,STK356,Item STK356,10,2025-10-09 20:32:10.223740,24.04,14097,France
559201,STK451,Item STK451,2,2025-10-07 08:24:03.223740,38.7,14737,Germany
563526,STK672,Item STK672,9,2025-11-10 13:26:30.223740,6.16,10854,France
557545,STK204,Item STK204,14,2025-08-08 01:12:55.223740,38.68,13474,United Kingdom
552230,STK436,Item STK436,19,2026-03-25 22:54:39.223740,34.74,11707,Spain
555190,STK625,Item STK625,10,2026-02-23 05:22:50.223740,37.34,12777,United Kingdom
563640,STK400,Item STK400,4,2025-07-15 17:53:01.223740,36.99,11733,Spain
537382,STK176,Item STK176,6,2025-06-02 03:52:30.223740,24.06,14931,Spain
557250,STK610,Item STK610,14,2025-05-10 11:47:38.223740,11.36,13510,France
572180,STK329,Item STK329,4,2025-04-13 10:21:04.223740,27.29,10202,United Kingdom
546625,STK778,Item STK778,15,2026-01-26 07:03:00.223740,47.94,13255,Spain
548222,STK677,Item STK677,16,2025-06-10 12:49:18.223740,29.84,14218,Spain
573383,STK131,Item STK131,7,2025-08-09 21:48:02.223740,1.54,14496,France
565595,STK707,Item STK707,17,2025-12-18 03:06:40.223740,3.93,10766,Germany
561134,STK157,Item STK157,19,2025-11-20 16:08:34.223740,49.65,14389,Germany
576524,STK203,Item STK203,19,2025-12-20 16:18:45.223740,4.53,12327,Italy
571579,STK411,Item STK411,17,2026-02-12 04:22:05.223740,3.26,12931,Italy
568857,STK745,Item STK745,6,2025-06-12 09:23:18.223740,18.3,10197,Spain
559872,STK828,Item STK828,11,2025-08-27 21:59:43.223740,48.5,11930,Germany
579844,STK166,Item STK166,16,2025-10-16 18:41:00.223740,16.62,13582,Spain
559044,STK789,Item STK789,8,2025-11-21 22:20:26.223740,21.08,10608,United Kingdom
581252,STK473,Item STK473,11,2025-09-22 15:30:11.223740,32.07,13272,Germany
540052,STK858,Item STK858,7,2025-09-20 05:04:18.223740,2.18,11147,Germany
544229,STK905,Item STK905,19,2025-04-29 07:43:48.223740,44.99,14282,Germany
542492,STK334,Item STK334,10,2026-03-08 10:03:36.223740,26.45,13397,Italy
565838,STK742,Item STK742,9,2026-02-15 22:42:20.223740,23.87,12511,France
550199,STK211,Item STK211,4,2026-03-22 11:09:41.223740,43.18,11794,France
545286,STK488,Item STK488,15,2025-07-20 05:10:32.223740,47.7,10659,Italy
564938,STK507,Item STK507,13,2025-06-12 01:19:10.223740,21.75,12811,Italy
574241,STK153,Item STK153,2,2025-12-15 09:58:29.223740,9.45,11369,Italy
540631,STK901,Item STK901,2,2025-07-30 12:47:45.223740,40.97,11986,France
574078,STK338,Item STK338,16,2026-01-13 22:17:00.223740,20.76,10146,Spain
545350,STK851,Item STK851,9,2025-11-19 15:19:16.223740,46.84,13219,Italy
558433,STK394,Item STK394,13,2026-01-30 21:12:11.223740,47.55,12911,Spain
561065,STK211,Item STK211,3,2026-03-24 18:27:22.223740,6.63,11734,Spain
544731,STK187,Item STK187,9,2026-01-31 09:27:36.223740,47.87,11843,United Kingdom
571684,STK839,Item STK839,13,2026-03-30 05:07:03.223740,19.05,10488,France
540213,STK575,Item STK575,2,2025-06-11 07:35:02.223740,32.67,12976,Spain
566837,STK403,Item STK403,8,2025-10-02 03:19:12.223740,2.7,11959,France
539821,STK404,Item STK404,9,2025-08-10 03:01:23.223740,44.56,12385,France
555507,STK389,Item STK389,16,2025-12-26 13:06:35.223740,32.44,12919,United Kingdom
548396,STK307,Item STK307,2,2025-09-02 19:22:46.223740,32.53,14736,France
556504,STK967,Item STK967,6,2025-09-03 17:46:55.223740,45.21,11802,Spain
556391,STK885,Item STK885,8,2025-12-17 13:07:06.223740,25.91,14061,Germany
577252,STK681,Item STK681,5,2025-06-30 08:01:26.223740,21.12,13369,Spain
565142,STK469,Item STK469,9,2025-09-06 02:29:50.223740,43.44,10262,Spain
579295,STK319,Item STK319,1,2025-04-23 10:20:21.223740,37.38,10623,France
538025,STK330,Item STK330,9,2026-03-06 04:03:19.223740,47.5,11016,Spain
563516,STK901,Item STK901,10,2026-02-18 11:03:22.223740,47.07,13643,Germany
560978,STK918,Item STK918,4,2025-05-12 19:30:20.223740,19.73,14976,France
565431,STK972,Item STK972,3,2025-07-06 00:35:49.223740,22.9,12049,Italy
549573,STK448,Item STK448,10,2026-02-25 14:13:29.223740,13.54,13723,Spain
579849,STK354,Item STK354,15,2025-09-23 12:46:55.223740,33.37,14548,Spain
556325,STK551,Item STK551,11,2025-09-26 23:51:46.223740,18.86,13108,United Kingdom
567067,STK241,Item STK241,14,2025-05-16 08:43:47.223740,39.52,14090,Italy
559207,STK168,Item STK168,6,2025-11-26 01:07:41.223740,6.96,12056,Italy
548092,STK188,Item STK188,12,2025-09-01 21:47:30.223740,6.7,13170,Germany
568754,STK970,Item STK970,13,2026-03-07 09:50:33.223740,11.02,11682,Italy
563169,STK235,Item STK235,17,2025-06-03 10:06:22.223740,5.13,12255,United Kingdom
549386,STK754,Item STK754,16,2026-01-25 10:15:12.223740,31.38,11154,Germany
580366,STK950,Item STK950,3,2025-11-09 23:30:08.223740,8.22,14499,Italy
555457,STK798,Item STK798,2,2025-11-29 14:13:05.223740,8.84,13191,Germany
565280,STK622,Item STK622,11,2025-05-13 08:01:16.223740,1.7,11696,Italy
546866,STK759,Item STK759,9,2025-04-20 22:06:59.223740,39.32,13991,Italy
577555,STK903,Item STK903,3,2025-08-14 09:18:45.223740,40.8,14723,Italy
552104,STK949,Item STK949,18,2026-02-22 06:05:43.223740,8.94,14682,Spain
580018,STK541,Item STK541,15,2025-08-26 01:58:36.223740,37.24,11648,Italy
543841,STK137,Item STK137,14,2026-04-02 12:29:19.223740,22.24,11445,Spain
544296,STK956,Item STK956,2,2025-05-01 15:50:58.223740,12.74,14199,France
550064,STK307,Item STK307,17,2025-12-31 03:41:04.223740,31.45,13923,United Kingdom
539169,STK309,Item STK309,8,2025-11-03 06:02:19.223740,9.75,10253,Germany
574708,STK612,Item STK612,10,2025-09-24 05:36:18.223740,38.09,13183,Germany
548140,STK459,Item STK459,18,2025-08-16 21:26:12.223740,3.33,12557,France
579814,STK676,Item STK676,19,2025-04-30 04:09:46.223740,48.0,10098,Italy
567951,STK100,Item STK100,8,2025-08-07 22:35:07.223740,4.52,12200,United Kingdom
536972,STK854,Item STK854,8,2026-01-31 07:04:27.223740,29.39,12961,France
567994,STK480,Item STK480,3,2025-08-05 17:55:15.223740,45.21,14973,France
573751,STK927,Item STK927,3,2025-12-31 07:39:08.223740,1.58,14433,Germany
550454,STK636,Item STK636,12,2026-03-13 03:00:19.223740,25.43,13777,Spain
566073,STK958,Item STK958,17,2025-10-01 12:05:12.223740,18.15,12869,Spain
573390,STK493,Item STK493,4,2026-04-05 20:17:26.223740,29.44,13234,Italy
546588,STK149,Item STK149,17,2026-01-18 20:33:55.223740,12.05,13791,Italy
559308,STK495,Item STK495,14,2025-10-30 20:42:10.223740,4.18,10956,France
557880,STK959,Item STK959,19,2025-08-14 00:20:18.223740,31.67,14067,Italy
565984,STK852,Item STK852,9,2025-10-12 04:05:41.223740,21.43,10160,Spain
570497,STK131,Item STK131,12,2026-03-04 03:35:38.223740,31.5,14493,United Kingdom
537116,STK644,Item STK644,5,2025-07-19 14:10:36.223740,11.32,11300,Germany
576678,STK811,Item STK811,11,2026-03-21 10:05:14.223740,17.6,14911,Spain
541709,STK333,Item STK333,3,2026-03-23 12:17:00.223740,28.52,13987,Italy
570338,STK125,Item STK125,15,2025-07-11 17:05:00.223740,30.06,11527,Germany
545877,STK653,Item STK653,14,2025-08-01 20:36:59.223740,19.24,11218,Germany
573020,STK533,Item STK533,11,2025-07-14 01:16:24.223740,14.72,14496,France
570463,STK160,Item STK160,8,2025-09-22 12:28:53.223740,14.41,14735,Italy
544987,STK652,Item STK652,4,2025-08-31 04:41:47.223740,9.56,13104,France
573816,STK540,Item STK540,12,2026-01-11 23:40:19.223740,16.94,12735,Germany
555023,STK229,Item STK229,8,2026-02-14 13:43:33.223740,10.77,14555,France
572498,STK966,Item STK966,6,2026-02-03 02:43:38.223740,32.06,10954,Italy
554012,STK453,Item STK453,15,2025-05-28 07:04:34.223740,28.88,14565,Spain
556985,STK297,Item STK297,12,2026-04-08 22:53:43.223740,19.75,13446,United Kingdom
573432,STK898,Item STK898,16,2025-05-09 05:37:39.223740,16.97,11045,Spain
540098,STK762,Item STK762,16,2025-11-05 11:48:07.223740,12.64,11693,Germany
566040,STK815,Item STK815,4,2025-08-16 06:57:29.223740,27.24,13436,Spain
538030,STK793,Item STK793,11,2025-04-18 04:07:37.223740,46.03,10562,France
537225,STK470,Item STK470,13,2026-02-28 03:06:07.223740,34.6,12485,Italy
563983,STK818,Item STK818,9,2025-06-01 05:37:38.223740,37.48,13354,Spain
564281,STK246,Item STK246,4,2025-07-16 18:34:49.223740,41.88,10225,Spain
548046,STK815,Item STK815,12,2025-06-10 14:08:06.223740,18.23,14893,Italy
552885,STK597,Item STK597,9,2025-11-17 00:14:52.223740,4.08,10959,France
558496,STK147,Item STK147,13,2025-08-04 19:55:55.223740,31.51,14548,United Kingdom
559243,STK869,Item STK869,16,2026-01-29 13:14:32.223740,10.24,13067,Spain
547789,STK750,Item STK750,6,2025-04-16 14:37:55.223740,28.88,10815,Germany
574919,STK271,Item STK271,10,2025-10-01 01:39:51.223740,37.24,14754,France
563161,STK712,Item STK712,13,2025-08-06 04:43:46.223740,39.4,14642,France
545710,STK798,Item STK798,7,2025-11-11 06:28:47.223740,15.79,13120,Spain
563851,STK995,Item STK995,19,2025-10-23 19:32:38.223740,26.11,10016,Italy
558949,STK414,Item STK414,19,2026-03-12 02:35:14.223740,31.43,11243,Spain
563351,STK475,Item STK475,17,2026-01-06 01:12:30.223740,41.15,12205,Spain
547963,STK905,Item STK905,13,2025-12-30 11:50:38.223740,38.31,12524,Italy
544690,STK974,Item STK974,13,2025-11-06 09:12:06.223740,49.41,11069,Germany
554810,STK632,Item STK632,2,2026-04-03 17:44:29.223740,1.4,13444,Italy
573511,STK909,Item STK909,10,2025-06-11 10:00:26.223740,22.44,12565,Spain
580178,STK519,Item STK519,13,2025-12-14 13:10:33.223740,13.55,11060,United Kingdom
540095,STK495,Item STK495,9,2026-03-06 02:50:01.223740,6.87,12327,Italy
548049,STK621,Item STK621,1,2025-08-31 22:20:42.223740,45.66,13420,Germany
575255,STK286,Item STK286,14,2025-08-14 23:57:09.223740,49.9,10301,Italy
570928,STK744,Item STK744,16,2026-02-01 07:18:50.223740,9.85,14276,Italy
546406,STK132,Item STK132,15,2026-02-12 04:40:34.223740,2.88,10606,France
544552,STK168,Item STK168,1,2025-07-10 21:36:47.223740,14.48,13170,France
573973,STK691,Item STK691,17,2025-05-18 03:47:01.223740,41.91,10699,Spain
568989,STK290,Item STK290,13,2025-08-04 19:56:13.223740,15.4,11139,Spain
547284,STK200,Item STK200,15,2025-12-08 18:08:35.223740,3.79,10190,Italy
540091,STK584,Item STK584,16,2025-09-12 04:20:37.223740,3.57,12300,United Kingdom
568081,STK384,Item STK384,16,2025-11-22 04:54:56.223740,21.94,10980,Spain
569392,STK832,Item STK832,2,2025-11-09 19:32:41.223740,46.66,12975,Italy
538208,STK489,Item STK489,17,2026-01-09 09:59:39.223740,15.01,11184,Italy
550119,STK664,Item STK664,11,2026-04-10 07:12:48.223740,21.93,13327,Italy
565218,STK259,Item STK259,8,2025-05-05 05:26:42.223740,5.99,13394,Italy
538645,STK991,Item STK991,3,2025-12-28 05:35:19.223740,25.19,10127,Italy
561896,STK653,Item STK653,12,2026-01-20 17:40:07.223740,35.13,12065,France
566153,STK146,Item STK146,16,2025-12-16 17:10:02.223740,14.29,11816,Germany
544161,STK258,Item STK258,14,2025-09-01 20:41:07.223740,15.54,10569,Germany
540932,STK545,Item STK545,16,2025-10-10 19:19:01.223740,42.26,11895,Italy
566576,STK795,Item STK795,17,2025-09-08 13:04:30.223740,1.51,12733,Spain
545665,STK857,Item STK857,11,2026-01-07 16:47:35.223740,32.19,13863,United Kingdom
568515,STK622,Item STK622,17,2025-11-12 22:44:06.223740,20.3,14721,Italy
537620,STK765,Item STK765,19,2025-04-28 19:57:46.223740,15.62,14014,United Kingdom
568193,STK831,Item STK831,1,2025-06-24 17:53:26.223740,33.22,12901,France
542827,STK254,Item STK254,12,2025-12-28 14:08:44.223740,41.9,11686,Germany
579565,STK438,Item STK438,15,2025-11-15 13:02:43.223740,28.36,13009,France
554407,STK464,Item STK464,18,2025-08-11 00:07:36.223740,2.52,10154,Spain
563925,STK894,Item STK894,14,2025-12-22 09:15:39.223740,23.61,12537,Spain
555397,STK798,Item STK798,1,2026-02-25 07:56:57.223740,23.68,11409,Italy
548515,STK673,Item STK673,13,2025-12-07 14:49:57.223740,27.65,14057,Spain
539736,STK247,Item STK247,15,2025-07-09 05:54:37.223740,33.88,10784,Spain
556178,STK998,Item STK998,7,2025-06-18 18:36:43.223740,1.95,13175,France
543985,STK243,Item STK243,15,2026-03-28 19:30:34.223740,25.6,14341,United Kingdom
539297,STK202,Item STK202,10,2025-10-31 13:34:26.223740,29.83,12806,Germany
557835,STK911,Item STK911,14,2025-12-20 21:20:36.223740,17.82,10537,Spain
546143,STK192,Item STK192,6,2026-02-17 21:49:08.223740,33.75,11841,Spain
559398,STK385,Item STK385,14,2025-12-31 19:43:25.223740,12.18,12455,France
546669,STK523,Item STK523,12,2026-01-26 12:19:48.223740,16.55,10524,Germany
544484,STK218,Item STK218,11,2025-09-21 14:43:19.223740,48.18,12950,France
550772,STK128,Item STK128,19,2025-07-31 21:26:23.223740,18.06,14131,United Kingdom
541348,STK610,Item STK610,2,2025-07-29 23:07:20.223740,17.98,14780,France
